sentiment,text,data_id
positive,"Needs three people to install without cabinet jacks, two to hold it in place while the third person installs the very difficult to reach screws. Need to have extra long drill and driver bits on hand to reach those screws. Major error in the installation instructions: says to drill 6"" holes for the duct to pass through but a 6"" duct will not pass through a 6"" hole. Needs a 6-3/8"" drill, which will probably have to be ordered online. Aside from the installation difficulties, the hood looks great, everything works as it should, and the noise level is tolerable.",6
positive,"I bought this after my wash machine was randomly filling up the tank then shutting off.  I couldn't figure out what was going on until I dug into the issue.  This was a pretty easy install replacement, was a factory fit.  I just warn you to be very careful when installing as I can see how it would be easy to break this device while installing it.",6
positive,"These are easy to use, clean, and fits perfectly.",6
positive,Nothing,6
positive,This item works for me. No issues. Good price,6
positive,great price,6
positive,The part fit exactly.  Really easy to slide into place.  Started working instantly.  Great purchase and best price on-line. Recommend this dealer and site.,6
positive,This looks just like the original handle with same quality. Serves its purpose. Good buy.,6
positive,"I had a Rowenta travel steamer that lasted 18 years.  I have to say this travel steamer is a worthy successor.  It travels well, though I learned quickly:  do not fill with water and put in my suitcase.  The water leaks out.  I keep it empty and fill with bottled or distilled water when traveling and my clothes look amazing.  I'm happy with my purchase.  Simple and straight forward.",6
negative,A real disappointment.  The bottom doesn’t even come close to snapping on. All I can do is let it sit crooked on the base.  I really like this type of coffee maker and the coffee turned out fine but I’m trying to decide if it’s worth the bother to return or just live with it crooked and not attached. Maybe I got a defective one.,6
positive,Perfect size,6
positive,These filters are great for eliminating residue in my coffee. They are easy to use and fit perfectly in the reusable k-cup.,6
positive,"As a standalone temp and humidity gauge, it does everything you could want. The e-ink display is so easy to read from across the room, the unit is small and unobtrusive, and the app makes it very easy to look at the history. It appears in my Apple Home display perfectly, although I haven't set up any integrations so far, but appears to be seamless in working with HomeKit.<br />What could be better?  Update seems slower than some (ie when you open the app, how long before the current temp is displayed), the history graphs could be easier to interpret (eg show max/min) and the export function is a little basic (no option to select what range is exported). Also, just 30 days retention is weak compared to some.<br />However, incredible value and a pleasure to use!",6
negative, ,6
positive,"Works great,  easily installed,  and looks good. A bit loud but it does the job!",6
positive,"Had to replace a leaky saddle valve for our humidifier.  This did the trick!  Replaced the copper tubing also, everything worked great, no leaks.  I bought a small pipe cutter for $6 which made a nice cut.",6
positive,House doesn’t smoke no more,6
positive,Great value for your money. Very pleased,6
negative,I ordered this light on August 9. It’s September 24 and the light no longer works. The return window closed. $100 bucks down the drain. Do not purchase.,6
